,insurance,make,model,mot,service_history,title,price,num_owners_from_new_text,reg,car_type,miles,eng,bhp,gears,fuel,extra_detail,seller_type,distance,seller_town,link
0,,Honda,Civic,,,"Honda Civic 1.4 i-VTEC Si Hatchback 5dr Petrol Manual (135 g/km, …",3799.0,1/2 Leather Air Con Alloys,2010 (10 reg),Hatchback,82341.0,1.4L,98bhp,Manual,Petrol,,"
Trade seller
    ","
scunthorpe - 
103 miles away
                ",scunthorpe,/classified/advert/201907150092352?radius=1501&minimum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&maximum-badge-engine-size=1.4&price-to=4000&postcode=ne46an&page=1
1,,Chevrolet,Lacetti,mot,,Chevrolet Lacetti 1.4 SE 5dr,695.0,full mot x2 keys FSH,2009 (59 reg),Hatchback,39000.0,1.4L,94bhp,Manual,Petrol,,"
Private seller
    ","
newcastle upon tyne - 
1 mile away
                ",newcastle upon tyne,/classified/advert/201907240422913?radius=1501&minimum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&maximum-badge-engine-size=1.4&price-to=4000&postcode=ne46an&page=1
2,,Honda,Jazz,mot,,Honda Jazz 1.4 i-DSI SE 5dr,1295.0,"LONG MOT, RECENT NEW CLUTCH",2006 (06 reg),Hatchback,108000.0,1.4L,82bhp,Manual,Petrol,,"
Trade seller - See all 13 cars
","
newcastle upon tyne - 
2 miles away
                ",newcastle upon tyne,/classified/advert/201904247276253?radius=1501&minimum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&maximum-badge-engine-size=1.4&price-to=4000&postcode=ne46an&page=1
3,,Nissan,Note,mot,,Nissan Note 1.4 16v Acenta 5dr,1795.0,"FULL MOT,  IDEAL FIRST CAR",2008 (08 reg),Hatchback,88000.0,1.4L,87bhp,Manual,Petrol,,"
Trade seller - See all 13 cars
","
newcastle upon tyne - 
2 miles away
                ",newcastle upon tyne,/classified/advert/201905218183793?radius=1501&minimum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&maximum-badge-engine-size=1.4&price-to=4000&postcode=ne46an&page=1
4,,Audi,A2,mot,,Audi A2 1.4 SE 5dr,995.0,16/08/2020 MOT ,2002 (51 reg),Hatchback,133000.0,1.4L,75bhp,Manual,Petrol,,"
Trade seller - See all 63 cars
","
gateshead - 
2 miles away
                ",gateshead,/classified/advert/201907109943529?radius=1501&minimum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&maximum-badge-engine-size=1.4&price-to=4000&postcode=ne46an&page=1
5,,Honda,Jazz,,service history,Honda Jazz 1.4 ES 5dr,1999.0,FULL SERVICE HISTORY,2009 (09 reg),Hatchback,97000.0,1.4L,98bhp,Manual,Petrol,,"
Trade seller - See all 63 cars
","
gateshead - 
2 miles away
                ",gateshead,/classified/advert/201904277392596?radius=1501&minimum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&maximum-badge-engine-size=1.4&price-to=4000&postcode=ne46an&page=1
6,,Fiat,Punto,,,Fiat Punto Evo 1.4 8v Active 3dr,2195.0,PRIVET PLEAT WITH THE CAR ,2011 (60 reg),Hatchback,86000.0,1.4L,77bhp,Manual,Petrol,,"
Trade seller - See all 63 cars
","
gateshead - 
2 miles away
                ",gateshead,/classified/advert/201903115761195?radius=1501&minimum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&maximum-badge-engine-size=1.4&price-to=4000&postcode=ne46an&page=1
7,,Alfa,Romeo,mot,,Alfa Romeo Mito 1.4 16v Lusso 3dr,2295.0,12 MONTHS MOTS & AA BREAKDOWN ,2009 (09 reg),Hatchback,81000.0,1.4L,95bhp,Manual,Petrol,,"
Trade seller - See all 63 cars
","
gateshead - 
2 miles away
                ",gateshead,/classified/advert/201902165008406?radius=1501&minimum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&maximum-badge-engine-size=1.4&price-to=4000&postcode=ne46an&page=1
8,,MINI,Hatch,mot,,MINI Hatch 1.4 One 3dr,2695.0,LONG MOT,2008 (08 reg),Hatchback,63000.0,1.4L,95bhp,Manual,Petrol,,"
Trade seller - See all 63 cars
","
gateshead - 
2 miles away
                ",gateshead,/classified/advert/201907059777631?radius=1501&minimum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&maximum-badge-engine-size=1.4&price-to=4000&postcode=ne46an&page=1
9,,SEAT,Ibiza,mot,,SEAT Ibiza 1.4 16v SE Chill ST 5dr,2795.0,LONG MOT ,2011 (11 reg),Estate,90000.0,1.4L,84bhp,Manual,Petrol,,"
Trade seller - See all 63 cars
","
gateshead - 
2 miles away
                ",gateshead,/classified/advert/201906219278448?radius=1501&minimum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&maximum-badge-engine-size=1.4&price-to=4000&postcode=ne46an&page=1
10,,Peugeot,208,mot,,Peugeot 208 1.4 HDi FAP Active 3dr,3990.0,FULL MOT+SERVICE+WARRANTY,2013 (13 reg),Hatchback,61681.0,1.4L,70bhp,Manual,Diesel,,"
Trade seller
    ","
gateshead - 
2 miles away
                ",gateshead,/classified/advert/201905117852201?radius=1501&minimum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&maximum-badge-engine-size=1.4&price-to=4000&postcode=ne46an&page=1
11,,Citroen,C3,,,Citroen C3 1.4 E-HDI EGS AIRDREAM VTR PLUS 5d 68 BHP PANORAMIC ROOF!,3995.0,£0 ROAD TAX! AUTO!,2012 (12 reg),Hatchback,38992.0,1.4L,70bhp,Automatic,Diesel,,"
Trade seller - See all 76 cars
","
chester le street - 
9 miles away
                ",chester le street,/classified/advert/201907260480626?radius=1501&minimum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&maximum-badge-engine-size=1.4&price-to=4000&postcode=ne46an&page=1
12,,Hyundai,i20,,,Hyundai i20 1.4 CRDi Style 5dr,2799.0,Low Tax - 2 Keys-pristine,2009 (59 reg),Hatchback,75000.0,1.4L,89bhp,Manual,Diesel,,"
Trade seller - See all 87 cars
","
choppington - 
13 miles away
                ",choppington,/classified/advert/201907240399536?radius=1501&minimum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&maximum-badge-engine-size=1.4&price-to=4000&postcode=ne46an&page=1
13,,Hyundai,i20,,,Hyundai i20 1.4 Comfort 5dr Hatchback,3095.0,CD Player,2009 (09 reg),Hatchback,61706.0,1.4L,98bhp,Manual,Petrol,Franchise,"
Trade seller - See all 37 cars
","
luton - 
219 miles away
                ",luton,/classified/advert/201906249362377?price-to=4000&maximum-badge-engine-size=1.4&radius=1501&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&postcode=ne46an&minimum-badge-engine-size=1.4&page=2
14,,Nissan,Micra,,,Nissan Micra 1.4 16v SX 3dr,670.0,Well maintained Nissan MicraSE,2004 (04 reg),Hatchback,77000.0,1.4L,87bhp,Manual,Petrol,,"
Private seller
    ","
gateshead - 
2 miles away
                ",gateshead,/classified/advert/201907210310089?price-to=4000&maximum-badge-engine-size=1.4&radius=1501&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&postcode=ne46an&minimum-badge-engine-size=1.4&page=2
15,,Honda,Civic,,,Honda Civic 1.4 i-DSI SE Plus 5dr (Metallic Paint),2400.0,ECO PETROL - 1 PREVIOUS OWNER,2008 (08 reg),Hatchback,96600.0,1.4L,82bhp,Manual,Petrol,,"
Trade seller - See all 16 cars
","
gateshead - 
2 miles away
                ",gateshead,/classified/advert/201903085679528?price-to=4000&maximum-badge-engine-size=1.4&radius=1501&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&postcode=ne46an&minimum-badge-engine-size=1.4&page=2
16,,Vauxhall,Corsa,,,Vauxhall Corsa 1.4 Exclusiv 5dr [AC],3117.0,Call us weekdays until 8pm,2012 (61 reg),Hatchback,44292.0,1.4L,99bhp,Manual,Petrol,,"
Trade seller - See all 89 cars
","
gateshead - 
2 miles away
                ",gateshead,/classified/advert/201904177057503?price-to=4000&maximum-badge-engine-size=1.4&radius=1501&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&postcode=ne46an&minimum-badge-engine-size=1.4&page=2
17,,Peugeot,208,,,Peugeot 208 1.4 ACTIVE HDI 3d 68 BHP Service History - Six Stamps,3690.0,FINANCE TODAY WITH NO DEPOSIT,2012 (62 reg),Hatchback,69997.0,1.4L,70bhp,Manual,Diesel,,"
Trade seller - See all 67 cars
","
gateshead - 
2 miles away
                ",gateshead,/classified/advert/201907180208395?price-to=4000&maximum-badge-engine-size=1.4&radius=1501&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&postcode=ne46an&minimum-badge-engine-size=1.4&page=2
18,,Vauxhall,Corsa,,,Vauxhall Corsa 1.4 SE 5dr,3690.0,Call us weekdays until 8pm,2013 (13 reg),Hatchback,69889.0,1.4L,99bhp,Manual,Petrol,Franchise,"
Trade seller - See all 132 cars
","
gateshead - 
2 miles away
                ",gateshead,/classified/advert/201906279471520?price-to=4000&maximum-badge-engine-size=1.4&radius=1501&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&postcode=ne46an&minimum-badge-engine-size=1.4&page=2
19,,Ford,Fiesta,,service history,Ford Fiesta 1.4 TD Ghia 5dr,1599.0,COMPREHENSIVE SERVICE HISTORY,2006 (56 reg),Hatchback,96000.0,1.4L,67bhp,Manual,Diesel,,"
Trade seller - See all 106 cars
","
gateshead - 
2 miles away
                ",gateshead,/classified/advert/201906159047069?price-to=4000&maximum-badge-engine-size=1.4&radius=1501&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&postcode=ne46an&minimum-badge-engine-size=1.4&page=2
20,,Vauxhall,Corsa,,,Vauxhall Corsa 1.4 i 16v SXi 5dr,2599.0,ONE FORMER KEEPER.,2010 (10 reg),Hatchback,82000.0,1.4L,99bhp,Manual,Petrol,,"
Trade seller - See all 14 cars
","
newcastle upon tyne - 
2 miles away
                ",newcastle upon tyne,/classified/advert/201906209210505?price-to=4000&maximum-badge-engine-size=1.4&radius=1501&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&postcode=ne46an&minimum-badge-engine-size=1.4&page=2
21,,Citroen,C4,,,Citroen C4 1.4 VTR 16V 3dr 88 BHP ** MEGA LOW MILEAGE **,2299.0,MEGA LOW MILES & F.C.S.H,2007 (07 reg),Coupe,25133.0,1.4L,90bhp,Manual,Petrol,,"
Trade seller - See all 31 cars
","
newcastle upon tyne - 
2 miles away
                ",newcastle upon tyne,/classified/advert/201904066689827?price-to=4000&maximum-badge-engine-size=1.4&radius=1501&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&postcode=ne46an&minimum-badge-engine-size=1.4&page=2
22,,Vauxhall,Corsa,,service history,Vauxhall Corsa 1.4 SXI 16V 5dr 90 BHP ** MEGA LOW MILEAGE **,3999.0,FULL VAUXHALL SERVICE HISTORY,2009 (59 reg),Hatchback,19644.0,1.4L,89bhp,Manual,Petrol,,"
Trade seller - See all 31 cars
","
newcastle upon tyne - 
2 miles away
                ",newcastle upon tyne,/classified/advert/201907160137779?price-to=4000&maximum-badge-engine-size=1.4&radius=1501&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&postcode=ne46an&minimum-badge-engine-size=1.4&page=2
23,,Vauxhall,Meriva,,,Vauxhall Meriva 1.4 i 16v Exclusiv 5dr (a/c),3499.0,AIR CON-CRUISE,2010 (60 reg),MPV,25000.0,1.4L,99bhp,Manual,Petrol,,"
Trade seller - See all 100 cars
","
newcastle upon tyne - 
5 miles away
                ",newcastle upon tyne,/classified/advert/201907240397164?price-to=4000&maximum-badge-engine-size=1.4&radius=1501&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&postcode=ne46an&minimum-badge-engine-size=1.4&page=2
24,,KIA,Venga,,,KIA Venga 1.4 CRDi 2 5dr,4800.0,Reversing Aid & Hill Assist,2013 (63 reg),Hatchback,45351.0,1.4L,89bhp,Manual,Diesel,,"
Trade seller - See all 214 cars
","
kirkcaldy - 
100 miles away
                ",kirkcaldy,/classified/advert/201907220341635?price-to=4000&maximum-badge-engine-size=1.4&radius=1501&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&sort=distance&postcode=ne46an&minimum-badge-engine-size=1.4&page=2
25,,Hyundai,i20,,,Hyundai i20 1.4 Comfort 5dr Hatchback,3095.0,CD Player,2009 (09 reg),Hatchback,61706.0,1.4L,98bhp,Manual,Petrol,Franchise,"
Trade seller - See all 37 cars
","
luton - 
219 miles away
                ",luton,/classified/advert/201906249362377?sort=distance&minimum-badge-engine-size=1.4&maximum-badge-engine-size=1.4&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&radius=1501&price-to=4000&postcode=ne46an&page=3
26,,Peugeot,207,mot,,Peugeot 207 1.4 VTi S 5dr (a/c),1990.0,HISTORY+SERVICE+12 MONTH MOT,2008 (58 reg),Hatchback,68658.0,1.4L,95bhp,Manual,Petrol,,"
Trade seller - See all 24 cars
","
gateshead - 
2 miles away
                ",gateshead,/classified/advert/201906118889392?sort=distance&minimum-badge-engine-size=1.4&maximum-badge-engine-size=1.4&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&radius=1501&price-to=4000&postcode=ne46an&page=3
27,,Nissan,Micra,,service history,Nissan Micra 1.4 16v Tekna 5dr,2990.0,SERVICE HISTORY+VERY LOW MILES,2008 (58 reg),Hatchback,29937.0,1.4L,87bhp,Manual,Petrol,,"
Trade seller - See all 24 cars
","
gateshead - 
2 miles away
                ",gateshead,/classified/advert/201907109923114?sort=distance&minimum-badge-engine-size=1.4&maximum-badge-engine-size=1.4&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&radius=1501&price-to=4000&postcode=ne46an&page=3
28,,Renault,Clio,,,Renault Clio 1.4 16v Dynamique 3dr,799.0,IDEAL FIRST CAR,2005 (05 reg),Hatchback,92000.0,1.4L,95bhp,Manual,Petrol,,"
Trade seller
    ","
newcastle upon tyne - 
3 miles away
                ",newcastle upon tyne,/classified/advert/201907049707650?sort=distance&minimum-badge-engine-size=1.4&maximum-badge-engine-size=1.4&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&radius=1501&price-to=4000&postcode=ne46an&page=3
29,,Vauxhall,Meriva,,,Vauxhall Meriva 1.4 i 16v S 5dr,2799.0,FSH + SPARE KEY,2011 (11 reg),MPV,64000.0,1.4L,99bhp,Manual,Petrol,,"
Trade seller
    ","
newcastle upon tyne - 
3 miles away
                ",newcastle upon tyne,/classified/advert/201906068736758?sort=distance&minimum-badge-engine-size=1.4&maximum-badge-engine-size=1.4&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&radius=1501&price-to=4000&postcode=ne46an&page=3
30,,Vauxhall,Corsa,mot,,Vauxhall Corsa 1.4 i 16v SE 5dr (a/c),3199.0,FSH + SPARE REMOTE KEY,2010 (10 reg),Hatchback,58000.0,1.4L,99bhp,Manual,Petrol,,"
Trade seller
    ","
newcastle upon tyne - 
3 miles away
                ",newcastle upon tyne,/classified/advert/201906149018467?sort=distance&minimum-badge-engine-size=1.4&maximum-badge-engine-size=1.4&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&radius=1501&price-to=4000&postcode=ne46an&page=3
31,,Vauxhall,Astra,,,Vauxhall Astra 1.4 16v SRi 5dr,3999.0,JUST ARRIVED/AWAITING PREP...,2012 (12 reg),Hatchback,56000.0,1.4L,99bhp,Manual,Petrol,,"
Trade seller
    ","
newcastle upon tyne - 
3 miles away
                ",newcastle upon tyne,/classified/advert/201907260466148?sort=distance&minimum-badge-engine-size=1.4&maximum-badge-engine-size=1.4&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&radius=1501&price-to=4000&postcode=ne46an&page=3
32,,Vauxhall,Meriva,,,Vauxhall Meriva 1.4i 16V Club 5dr,2591.0,Call us weekdays until 8pm,2010 (10 reg),MPV,61402.0,1.4L,89bhp,Manual,Petrol,,"
Trade seller - See all 93 cars
","
gateshead - 
3 miles away
                ",gateshead,/classified/advert/201907099891294?sort=distance&minimum-badge-engine-size=1.4&maximum-badge-engine-size=1.4&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&radius=1501&price-to=4000&postcode=ne46an&page=3
33,,Citroen,C3,,,Citroen C3 1.4 HDi VTR+ 5dr,2591.0,Call us weekdays until 8pm,2010 (10 reg),Hatchback,73284.0,1.4L,70bhp,Manual,Diesel,,"
Trade seller - See all 93 cars
","
gateshead - 
3 miles away
                ",gateshead,/classified/advert/201907059765140?sort=distance&minimum-badge-engine-size=1.4&maximum-badge-engine-size=1.4&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&radius=1501&price-to=4000&postcode=ne46an&page=3
34,,Citroen,C3,,,Citroen C3 1.4 E-HDI EGS AIRDREAM VTR PLUS 5d 68 BHP PANORAMIC ROOF!,3995.0,£0 ROAD TAX! AUTO!,2012 (12 reg),Hatchback,38992.0,1.4L,70bhp,Automatic,Diesel,,"
Trade seller - See all 76 cars
","
chester le street - 
9 miles away
                ",chester le street,/classified/advert/201907260480626?sort=distance&minimum-badge-engine-size=1.4&maximum-badge-engine-size=1.4&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&radius=1501&price-to=4000&postcode=ne46an&page=3
35,,Ford,Fusion,,service history,Ford Fusion PURSUIT CLIMATE With One Owner From New 1.4 5dr,2600.0,FULL FORD SERVICE HISTORY,2007 (57 reg),Hatchback,40604.0,1.4L,79bhp,Manual,Petrol,,"
Trade seller - See all 117 cars
","
barnsley - 
98 miles away
                ",barnsley,/classified/advert/201907099874357?sort=distance&minimum-badge-engine-size=1.4&maximum-badge-engine-size=1.4&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&radius=1501&price-to=4000&postcode=ne46an&page=3
36,,Citroen,C3,,,Citroen C3 HDI 5DR 1.4cc***Low Mileage With Bluetooth …,4000.0,ONE OWNER FROM NEW,2013 (63 reg),Hatchback,41880.0,1.4L,70bhp,Manual,Diesel,,"
Trade seller - See all 83 cars
","
wilmslow - 
117 miles away
                ",wilmslow,/classified/advert/201907160135218?maximum-badge-engine-size=1.4&price-to=4000&radius=1501&postcode=ne46an&advertising-location=at_cars&minimum-badge-engine-size=1.4&sort=distance&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=4
37,,Alfa,Romeo,,,Alfa Romeo Mito 1.4 16V Lusso 3dr,2820.0,Call us weekdays until 8pm,2010 (60 reg),Hatchback,70587.0,1.4L,95bhp,Manual,Petrol,,"
Trade seller - See all 93 cars
","
gateshead - 
3 miles away
                ",gateshead,/classified/advert/201906289511356?maximum-badge-engine-size=1.4&price-to=4000&radius=1501&postcode=ne46an&advertising-location=at_cars&minimum-badge-engine-size=1.4&sort=distance&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=4
38,,Ford,Fiesta,,,Ford Fiesta 1.4 TDCi [70] Zetec 5dr,3020.0,Call us weekdays until 8pm,2011 (11 reg),Hatchback,110556.0,1.4L,69bhp,Manual,Diesel,,"
Trade seller - See all 93 cars
","
gateshead - 
3 miles away
                ",gateshead,/classified/advert/201905178058980?maximum-badge-engine-size=1.4&price-to=4000&radius=1501&postcode=ne46an&advertising-location=at_cars&minimum-badge-engine-size=1.4&sort=distance&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=4
39,,Citroen,C3,,,Citroen C3 1.4i VTR+ 5dr,3087.0,Call us weekdays until 8pm,2010 (60 reg),Hatchback,46933.0,1.4L,75bhp,Manual,Petrol,,"
Trade seller - See all 93 cars
","
gateshead - 
3 miles away
                ",gateshead,/classified/advert/201905087718144?maximum-badge-engine-size=1.4&price-to=4000&radius=1501&postcode=ne46an&advertising-location=at_cars&minimum-badge-engine-size=1.4&sort=distance&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=4
40,,Ford,Fiesta,,,Ford Fiesta 1.4 Zetec 5dr,3130.0,Call us weekdays until 8pm,2009 (58 reg),Hatchback,88530.0,1.4L,94bhp,Manual,Petrol,,"
Trade seller - See all 93 cars
","
gateshead - 
3 miles away
                ",gateshead,/classified/advert/201906048658705?maximum-badge-engine-size=1.4&price-to=4000&radius=1501&postcode=ne46an&advertising-location=at_cars&minimum-badge-engine-size=1.4&sort=distance&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=4
41,,Ford,Fiesta,,,Ford Fiesta 1.4 Zetec 5dr,3170.0,Call us weekdays until 8pm,2010 (10 reg),Hatchback,98499.0,1.4L,94bhp,Manual,Petrol,,"
Trade seller - See all 93 cars
","
gateshead - 
3 miles away
                ",gateshead,/classified/advert/201906259369267?maximum-badge-engine-size=1.4&price-to=4000&radius=1501&postcode=ne46an&advertising-location=at_cars&minimum-badge-engine-size=1.4&sort=distance&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=4
42,,Ford,Fiesta,,,Ford Fiesta 1.4 TDCi [70] Zetec 5dr,3207.0,Call us weekdays until 8pm,2011 (61 reg),Hatchback,100250.0,1.4L,69bhp,Manual,Diesel,,"
Trade seller - See all 93 cars
","
gateshead - 
3 miles away
                ",gateshead,/classified/advert/201905258323968?maximum-badge-engine-size=1.4&price-to=4000&radius=1501&postcode=ne46an&advertising-location=at_cars&minimum-badge-engine-size=1.4&sort=distance&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=4
43,,Ford,Fiesta,,,Ford Fiesta 1.4 TDCi Zetec 5dr,3291.0,Call us weekdays until 8pm,2010 (10 reg),Hatchback,68532.0,1.4L,67bhp,Manual,Diesel,,"
Trade seller - See all 93 cars
","
gateshead - 
3 miles away
                ",gateshead,/classified/advert/201907099870419?maximum-badge-engine-size=1.4&price-to=4000&radius=1501&postcode=ne46an&advertising-location=at_cars&minimum-badge-engine-size=1.4&sort=distance&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=4
44,,Ford,Fiesta,,,Ford Fiesta 1.4 TDCi [70] Zetec 3dr,3310.0,Call us weekdays until 8pm,2011 (11 reg),Hatchback,79099.0,1.4L,69bhp,Manual,Diesel,,"
Trade seller - See all 93 cars
","
gateshead - 
3 miles away
                ",gateshead,/classified/advert/201905218187731?maximum-badge-engine-size=1.4&price-to=4000&radius=1501&postcode=ne46an&advertising-location=at_cars&minimum-badge-engine-size=1.4&sort=distance&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=4
45,,SEAT,Ibiza,,,SEAT Ibiza 1.4 SE 5dr,3317.0,Call us weekdays until 8pm,2010 (60 reg),Estate,50485.0,1.4L,84bhp,Manual,Petrol,,"
Trade seller - See all 93 cars
","
gateshead - 
3 miles away
                ",gateshead,/classified/advert/201906078756925?maximum-badge-engine-size=1.4&price-to=4000&radius=1501&postcode=ne46an&advertising-location=at_cars&minimum-badge-engine-size=1.4&sort=distance&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=4
46,,Chevrolet,Kalos,,,Chevrolet Kalos 1.4 SX 5dr,695.0,BARGIAN  TIME !!!!,2005 (55 reg),Hatchback,88000.0,1.4L,93bhp,Manual,Petrol,,"
Trade seller - See all 9 cars
","
newcastle upon tyne - 
3 miles away
                ",newcastle upon tyne,/classified/advert/201907019583085?maximum-badge-engine-size=1.4&price-to=4000&radius=1501&postcode=ne46an&advertising-location=at_cars&minimum-badge-engine-size=1.4&sort=distance&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=4
47,,Ford,Fiesta,,,Ford Fiesta 1.4 Zetec 5dr,3499.0,"AIR CON-16"" ALLOYS",2010 (10 reg),Hatchback,85457.0,1.4L,94bhp,Manual,Petrol,,"
Trade seller - See all 100 cars
","
newcastle upon tyne - 
5 miles away
                ",newcastle upon tyne,/classified/advert/201907029630355?maximum-badge-engine-size=1.4&price-to=4000&radius=1501&postcode=ne46an&advertising-location=at_cars&minimum-badge-engine-size=1.4&sort=distance&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=4
48,,Ford,Fusion,,service history,Ford Fusion PURSUIT CLIMATE With One Owner From New 1.4 5dr,2600.0,FULL FORD SERVICE HISTORY,2007 (57 reg),Hatchback,40604.0,1.4L,79bhp,Manual,Petrol,,"
Trade seller - See all 117 cars
","
barnsley - 
98 miles away
                ",barnsley,/classified/advert/201907099874357?maximum-badge-engine-size=1.4&price-to=4000&radius=1501&postcode=ne46an&advertising-location=at_cars&minimum-badge-engine-size=1.4&sort=distance&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=4
49,,Hyundai,i20,,,Hyundai i20 1.4 CRDi Style 5dr,2799.0,Low Tax - 2 Keys-pristine,2009 (59 reg),Hatchback,75000.0,1.4L,89bhp,Manual,Diesel,,"
Trade seller - See all 87 cars
","
choppington - 
13 miles away
                ",choppington,/classified/advert/201907240399536?maximum-badge-engine-size=1.4&postcode=ne46an&minimum-badge-engine-size=1.4&sort=distance&price-to=4000&radius=1501&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=5
50,,KIA,Ceed,,,KIA Ceed 1.4 CRDi 1 5dr,3570.0,Call us weekdays until 8pm,2013 (62 reg),Estate,108361.0,1.4L,89bhp,Manual,Diesel,,"
Trade seller - See all 93 cars
","
newcastle upon tyne - 
3 miles away
                ",newcastle upon tyne,/classified/advert/201905298454506?maximum-badge-engine-size=1.4&postcode=ne46an&minimum-badge-engine-size=1.4&sort=distance&price-to=4000&radius=1501&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=5
51,,Vauxhall,Corsa,,service history,Vauxhall Corsa 1.4 i 16v SE 5dr (a/c),2995.0,FULL SERVICE HISTORY.,2011 (60 reg),Hatchback,70000.0,1.4L,99bhp,Manual,Petrol,,"
Trade seller - See all 9 cars
","
newcastle upon tyne - 
3 miles away
                ",newcastle upon tyne,/classified/advert/201903226170514?maximum-badge-engine-size=1.4&postcode=ne46an&minimum-badge-engine-size=1.4&sort=distance&price-to=4000&radius=1501&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=5
