,insurance,make,model,mot,service_history,title,price,num_owners_from_new_text,reg,car_type,miles,eng,bhp,gears,fuel,extra_detail,seller_type,distance,seller_town,link
568,,Citroen,C3,mot,,Nissan Note 1.4 16v Acenta 5dr,2495.0,Full History*November MOT*,2008 (58 reg),Hatchback,59981.0,1.4L,87bhp,Manual,Petrol,,"
Trade seller - See all 113 cars
","
leeds - 
81 miles away
                ",leeds,/classified/advert/201907039689212?advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&sort=distance&radius=1501&maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=ne46an&page=47
569,,Toyota,Auris,mot,service history,Volkswagen Polo 1.4 SE 3dr,2995.0,Low Mileage*9 Service Stamps!!,2008 (08 reg),Hatchback,46195.0,1.4L,79bhp,Manual,Petrol,,"
Trade seller - See all 113 cars
","
leeds - 
81 miles away
                ",leeds,/classified/advert/201904156990657?advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&sort=distance&radius=1501&maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=ne46an&page=47
570,,Peugeot,207,,,Honda Jazz 1.4 i-DSI SE CVT-7 5dr,3495.0,2020 MOT*Air Con*Automatic,2007 (07 reg),Hatchback,40941.0,1.4L,82bhp,Automatic,Petrol,,"
Trade seller - See all 113 cars
","
leeds - 
81 miles away
                ",leeds,/classified/advert/201907250450722?advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&sort=distance&radius=1501&maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=ne46an&page=47
571,,Fiat,Punto,,,KIA Venga 1.4 2 5dr,3495.0,Full Service History*2 Owners,2011 (61 reg),Hatchback,54884.0,1.4L,89bhp,Manual,Petrol,,"
Trade seller - See all 113 cars
","
leeds - 
81 miles away
                ",leeds,/classified/advert/201901224175897?advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&sort=distance&radius=1501&maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=ne46an&page=47
572,,Ford,Fusion,,service history,Vauxhall Astra 1.4 16v SRi 5dr,3695.0,2020 MOT*Parking Sensors*F/S/H,2012 (12 reg),Hatchback,84552.0,1.4L,99bhp,Manual,Petrol,,"
Trade seller - See all 113 cars
","
leeds - 
81 miles away
                ",leeds,/classified/advert/201907119951852?advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&sort=distance&radius=1501&maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=ne46an&page=47
573,,Hyundai,i20,,,Citroen C3 1.4 i 8v VTR+ 5dr,3895.0,July 2020 Mot*Full S/History,2012 (12 reg),Hatchback,35000.0,1.4L,75bhp,Manual,Petrol,,"
Trade seller - See all 113 cars
","
leeds - 
81 miles away
                ",leeds,/classified/advert/201907250450155?advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&sort=distance&radius=1501&maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=ne46an&page=47
574,,Ford,Fiesta,,service history,Toyota Auris 1.4 D-4D TR 5dr,3995.0,2020 MOT*Full service History,2010 (60 reg),Hatchback,69980.0,1.4L,90bhp,Manual,Diesel,,"
Trade seller - See all 113 cars
","
leeds - 
81 miles away
                ",leeds,/classified/advert/201907230377975?advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&sort=distance&radius=1501&maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=ne46an&page=47
575,,Vauxhall,Insignia,,,Peugeot 207 1.4 Active 3dr,3250.0,£75 A Month - No Deposit,2012 (12 reg),Hatchback,49700.0,1.4L,75bhp,Manual,Petrol,,"
Trade seller - See all 36 cars
","
colne - 
81 miles away
                ",colne,/classified/advert/201907119957248?advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&sort=distance&radius=1501&maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=ne46an&page=47
576,,Peugeot,207,,,Fiat Punto 1.4 8V Easy (s/s) 3dr EU5,4000.0,ALLOYS+CLIMATE+FSH+2 KEYS,2013 (13 reg),Hatchback,41000.0,1.4L,77bhp,Manual,Petrol,,"
Trade seller - See all 34 cars
","
selby - 
89 miles away
                ",selby,/classified/advert/201907049721193?advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&sort=distance&radius=1501&maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=ne46an&page=47
577,,Renault,Megane,mot,,Ford Fusion PURSUIT CLIMATE With One Owner From New 1.4 5dr,2600.0,FULL FORD SERVICE HISTORY,2007 (57 reg),Hatchback,40604.0,1.4L,79bhp,Manual,Petrol,,"
Trade seller - See all 117 cars
","
barnsley - 
98 miles away
                ",barnsley,/classified/advert/201907099874357?advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&sort=distance&radius=1501&maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=ne46an&page=47
578,,Honda,Jazz,,,Hyundai i20 1.4 CRDi Style 5dr,2799.0,Low Tax - 2 Keys-pristine,2009 (59 reg),Hatchback,75000.0,1.4L,89bhp,Manual,Diesel,,"
Trade seller - See all 87 cars
","
choppington - 
13 miles away
                ",choppington,/classified/advert/201907240399536?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&price-to=4000&minimum-badge-engine-size=1.4&radius=1501&postcode=ne46an&maximum-badge-engine-size=1.4&advertising-location=at_cars&page=48
579,insurance,Honda,Jazz,,,Ford Fiesta 1.4 ZETEC 16V 5d 96 BHP,3995.0,1 OWNER + FULL SERVICE HISTORY,2009 (09 reg),Hatchback,55000.0,1.4L,94bhp,Manual,Petrol,,"
Trade seller - See all 65 cars
","
leeds - 
81 miles away
                ",leeds,/classified/advert/201907220326887?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&price-to=4000&minimum-badge-engine-size=1.4&radius=1501&postcode=ne46an&maximum-badge-engine-size=1.4&advertising-location=at_cars&page=48
580,,SEAT,Ibiza,,,Vauxhall Insignia 1.4 EXCLUSIV S/S 5d 138 BHP,3995.0,1 PREVIOUS OWNER + FSH,2012 (62 reg),Hatchback,70000.0,1.4L,138bhp,Manual,Petrol,,"
Trade seller - See all 65 cars
","
leeds - 
81 miles away
                ",leeds,/classified/advert/201906068732798?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&price-to=4000&minimum-badge-engine-size=1.4&radius=1501&postcode=ne46an&maximum-badge-engine-size=1.4&advertising-location=at_cars&page=48
581,,Ford,Fiesta,mot,,Peugeot 207 1.4 VTi Sport 5dr,3195.0,2KEYS! FSH! LOW MILES!,2011 (11 reg),Hatchback,42000.0,1.4L,95bhp,Manual,Petrol,,"
Trade seller - See all 46 cars
","
bradford - 
81 miles away
                ",bradford,/classified/advert/201907120012220?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&price-to=4000&minimum-badge-engine-size=1.4&radius=1501&postcode=ne46an&maximum-badge-engine-size=1.4&advertising-location=at_cars&page=48
582,,Vauxhall,Meriva,,,Renault Megane 1.4 TCe Dynamique Tom Tom 2dr (Tom Tom),3495.0,FSH! 1 FORMER KEEPER! LONGMOT!,2010 (60 reg),Convertible,91000.0,1.4L,130bhp,Manual,Petrol,,"
Trade seller - See all 46 cars
","
bradford - 
81 miles away
                ",bradford,/classified/advert/201904197149398?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&price-to=4000&minimum-badge-engine-size=1.4&radius=1501&postcode=ne46an&maximum-badge-engine-size=1.4&advertising-location=at_cars&page=48
583,,Citroen,C3,,,Honda Jazz 1.4 i-VTEC ES Plus 5dr,3795.0,FSH! 2KEYS! 1OWNER FROM NEW!,2015 (64 reg),Hatchback,101000.0,1.4L,98bhp,Manual,Petrol,,"
Trade seller - See all 46 cars
","
bradford - 
81 miles away
                ",bradford,/classified/advert/201810241803733?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&price-to=4000&minimum-badge-engine-size=1.4&radius=1501&postcode=ne46an&maximum-badge-engine-size=1.4&advertising-location=at_cars&page=48
584,,Vauxhall,Corsa,,,Honda Jazz 1.4 i-VTEC Si 5dr,2695.0,SPORTY LOOKS+L0W INSURANCE GRP,2010 (10 reg),Hatchback,85000.0,1.4L,98bhp,Manual,Petrol,,"
Trade seller - See all 16 cars
","
bradford - 
81 miles away
                ",bradford,/classified/advert/201906209201411?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&price-to=4000&minimum-badge-engine-size=1.4&radius=1501&postcode=ne46an&maximum-badge-engine-size=1.4&advertising-location=at_cars&page=48
585,,Peugeot,207,mot,,SEAT Ibiza 1.4 16v SE Copa 5dr,3495.0,LOW MILES+SPORTY LKS+CRUISE,2012 (12 reg),Hatchback,79000.0,1.4L,84bhp,Manual,Petrol,,"
Trade seller - See all 16 cars
","
bradford - 
81 miles away
                ",bradford,/classified/advert/201907240415683?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&price-to=4000&minimum-badge-engine-size=1.4&radius=1501&postcode=ne46an&maximum-badge-engine-size=1.4&advertising-location=at_cars&page=48
586,,Toyota,Yaris,,,Ford Fiesta 1.4 STYLE TDCI 3DR,1299.0,12 MONTHS MOT+ ZETEC S STYLING,2008 (58 reg),Hatchback,101000.0,1.4L,67bhp,Manual,Diesel,,"
Trade seller - See all 62 cars
","
bradford - 
81 miles away
                ",bradford,/classified/advert/201902275353128?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&price-to=4000&minimum-badge-engine-size=1.4&radius=1501&postcode=ne46an&maximum-badge-engine-size=1.4&advertising-location=at_cars&page=48
587,,Hyundai,i30,,,Vauxhall Meriva 1.4 i 16v Exclusiv 5dr (a/c),3499.0,AIR CON-CRUISE,2010 (60 reg),MPV,25000.0,1.4L,99bhp,Manual,Petrol,,"
Trade seller - See all 100 cars
","
newcastle upon tyne - 
5 miles away
                ",newcastle upon tyne,/classified/advert/201907240397164?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&price-to=4000&minimum-badge-engine-size=1.4&radius=1501&postcode=ne46an&maximum-badge-engine-size=1.4&advertising-location=at_cars&page=48
588,,Vauxhall,Corsa,mot,,Citroen C3 HDI 5DR 1.4cc***Low Mileage With Bluetooth …,4000.0,ONE OWNER FROM NEW,2013 (63 reg),Hatchback,41880.0,1.4L,70bhp,Manual,Diesel,,"
Trade seller - See all 83 cars
","
wilmslow - 
117 miles away
                ",wilmslow,/classified/advert/201907160135218?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&price-to=4000&minimum-badge-engine-size=1.4&radius=1501&postcode=ne46an&maximum-badge-engine-size=1.4&advertising-location=at_cars&page=48
589,,Ford,Fiesta,mot,,Vauxhall Corsa 1.4 i 16v SXi 5dr,3999.0,5dr-AUTOMATIC-45K-CRUISE,2011 (11 reg),Hatchback,45000.0,1.4L,99bhp,Automatic,Petrol,,"
Trade seller - See all 65 cars
","
cramlington - 
8 miles away
                ",cramlington,/classified/advert/201907220340137?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&minimum-badge-engine-size=1.4&radius=1501&postcode=ne46an&maximum-badge-engine-size=1.4&advertising-location=at_cars&price-to=4000&page=49
590,,Honda,Civic,mot,,Peugeot 207 1.4 S HDI 5DR,1350.0,MOT FEB 2020+P/X TO CLEAR,2009 (09 reg),Hatchback,120000.0,1.4L,68bhp,Manual,Diesel,,"
Trade seller - See all 62 cars
","
bradford - 
81 miles away
                ",bradford,/classified/advert/201906219269299?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&minimum-badge-engine-size=1.4&radius=1501&postcode=ne46an&maximum-badge-engine-size=1.4&advertising-location=at_cars&price-to=4000&page=49
591,,Peugeot,207,,,Toyota Yaris 1.4 TR D-4D 5DR,2699.0,**ECONOMICAL+CHEAP TO RUN **,2008 (08 reg),Hatchback,85000.0,1.4L,88bhp,Manual,Diesel,,"
Trade seller - See all 62 cars
","
bradford - 
81 miles away
                ",bradford,/classified/advert/201902094779174?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&minimum-badge-engine-size=1.4&radius=1501&postcode=ne46an&maximum-badge-engine-size=1.4&advertising-location=at_cars&price-to=4000&page=49
592,,Vauxhall,Astra,,,Hyundai i30 1.4 Comfort 5dr,1595.0,,2009 (09 reg),Hatchback,101000.0,1.4L,107bhp,Manual,Petrol,,"
Trade seller - See all 14 cars
","
bradford - 
81 miles away
                ",bradford,/classified/advert/201907210306552?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&minimum-badge-engine-size=1.4&radius=1501&postcode=ne46an&maximum-badge-engine-size=1.4&advertising-location=at_cars&price-to=4000&page=49
593,,Nissan,Note,,,Vauxhall Corsa 1.4 i 16v Design 5dr (a/c),1595.0,15 MONTH WARRANTY 12 MONTH MOT,2005 (55 reg),Hatchback,54000.0,1.4L,89bhp,Automatic,Petrol,,"
Trade seller - See all 14 cars
","
bradford - 
81 miles away
                ",bradford,/classified/advert/201906189134405?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&minimum-badge-engine-size=1.4&radius=1501&postcode=ne46an&maximum-badge-engine-size=1.4&advertising-location=at_cars&price-to=4000&page=49
594,,Vauxhall,Corsa,,,Ford Fiesta 1.4 Zetec 3dr,2100.0,15MONTH WARRANTY  LONG MOT,2009 (59 reg),Hatchback,97130.0,1.4L,94bhp,Manual,Petrol,,"
Trade seller - See all 14 cars
","
bradford - 
81 miles away
                ",bradford,/classified/advert/201905318534753?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&minimum-badge-engine-size=1.4&radius=1501&postcode=ne46an&maximum-badge-engine-size=1.4&advertising-location=at_cars&price-to=4000&page=49
595,,Ford,Fiesta,,,Honda Civic 1.4 i-VTEC SE 5dr,2595.0,15 MONTH WARRANTY LONG MOT,2010 (60 reg),Hatchback,112000.0,1.4L,98bhp,Manual,Petrol,,"
Trade seller - See all 14 cars
","
bradford - 
81 miles away
                ",bradford,/classified/advert/201905318534731?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&minimum-badge-engine-size=1.4&radius=1501&postcode=ne46an&maximum-badge-engine-size=1.4&advertising-location=at_cars&price-to=4000&page=49
596,,Vauxhall,Astra,,,Peugeot 207 1.4 16v S 5dr,550.0,TAXED+TESTED+S/H+AC+LADY K,2006 (56 reg),Hatchback,181000.0,1.4L,90bhp,Manual,Petrol,,"
Trade seller - See all 44 cars
","
leeds - 
81 miles away
                ",leeds,/classified/advert/201905248299340?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&minimum-badge-engine-size=1.4&radius=1501&postcode=ne46an&maximum-badge-engine-size=1.4&advertising-location=at_cars&price-to=4000&page=49
597,,SKODA,Roomster,,,Vauxhall Astra 1.4 i 16v SXi 5dr,750.0,TAXED+TESTED+NICE DRIVES,2004 (54 reg),Hatchback,74000.0,1.4L,89bhp,Manual,Petrol,,"
Trade seller - See all 44 cars
","
leeds - 
81 miles away
                ",leeds,/classified/advert/201906068736779?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&minimum-badge-engine-size=1.4&radius=1501&postcode=ne46an&maximum-badge-engine-size=1.4&advertising-location=at_cars&price-to=4000&page=49
598,,Vauxhall,Corsa,,,Nissan Note 1.4 16v Acenta 5dr,1000.0,TAXED+TESTED+FULLY SERVICED,2007 (57 reg),Hatchback,113266.0,1.4L,87bhp,Manual,Petrol,,"
Trade seller - See all 44 cars
","
leeds - 
81 miles away
                ",leeds,/classified/advert/201906128935103?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&minimum-badge-engine-size=1.4&radius=1501&postcode=ne46an&maximum-badge-engine-size=1.4&advertising-location=at_cars&price-to=4000&page=49
599,,MINI,Hatch,,,Vauxhall Corsa 1.4i 16V [100] SE 5dr,3650.0,Call us weekdays until 8pm,2010 (60 reg),Hatchback,45337.0,1.4L,99bhp,Manual,Petrol,,"
Trade seller - See all 81 cars
","
bradford - 
81 miles away
                ",bradford,/classified/advert/201906138957184?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&minimum-badge-engine-size=1.4&radius=1501&postcode=ne46an&maximum-badge-engine-size=1.4&advertising-location=at_cars&price-to=4000&page=49
600,,Ford,Fiesta,,,Ford Fiesta 1.4 Zetec 5dr,3499.0,"AIR CON-16"" ALLOYS",2010 (10 reg),Hatchback,85457.0,1.4L,94bhp,Manual,Petrol,,"
Trade seller - See all 100 cars
","
newcastle upon tyne - 
5 miles away
                ",newcastle upon tyne,/classified/advert/201907029630355?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&minimum-badge-engine-size=1.4&radius=1501&postcode=ne46an&maximum-badge-engine-size=1.4&advertising-location=at_cars&price-to=4000&page=49
601,,Vauxhall,Astra,,service history,Vauxhall Astra 1.4T 16V SRi 5dr Hatchback,4695.0,Great Spec Limited Edition GTC,2013 (63 reg),Hatchback,86256.0,1.4L,138bhp,Manual,Petrol,Franchise,"
Trade seller - See all 51 cars
","
nuneaton - 
171 miles away
                ",nuneaton,/classified/advert/201907119954367?onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&minimum-badge-engine-size=1.4&radius=1501&postcode=ne46an&maximum-badge-engine-size=1.4&advertising-location=at_cars&price-to=4000&page=49
602,,Citroen,C3,,,SKODA Roomster 1.4 16v S 5dr,3299.0,FSH- 2 KEYS - LOW MILES,2009 (09 reg),MPV,47000.0,1.4L,85bhp,Manual,Petrol,,"
Trade seller - See all 87 cars
","
choppington - 
13 miles away
                ",choppington,/classified/advert/201907170167571?maximum-badge-engine-size=1.4&postcode=ne46an&minimum-badge-engine-size=1.4&sort=distance&price-to=4000&radius=1501&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=50
603,,Vauxhall,Corsa,,,Vauxhall Corsa 1.4 SE 5dr,3980.0,Call us weekdays until 8pm,2012 (62 reg),Hatchback,51548.0,1.4L,99bhp,Manual,Petrol,,"
Trade seller - See all 81 cars
","
bradford - 
81 miles away
                ",bradford,/classified/advert/201907069782059?maximum-badge-engine-size=1.4&postcode=ne46an&minimum-badge-engine-size=1.4&sort=distance&price-to=4000&radius=1501&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=50
604,,Vauxhall,Meriva,,,MINI Hatch 1.4 One 3dr,2996.0,"LOW MILEAGE, perfect runner",2008 (57 reg),Hatchback,59000.0,1.4L,95bhp,Manual,Petrol,,"
Private seller
    ","
colne - 
81 miles away
                ",colne,/classified/advert/201907130031389?maximum-badge-engine-size=1.4&postcode=ne46an&minimum-badge-engine-size=1.4&sort=distance&price-to=4000&radius=1501&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=50
605,,Honda,Jazz,,,Ford Fiesta 1.4 Silver Limited Edition 3dr,1299.0,1 former keeper low miles,2004 (04 reg),Hatchback,85372.0,1.4L,79bhp,Manual,Petrol,,"
Trade seller - See all 22 cars
","
pudsey - 
81 miles away
                ",pudsey,/classified/advert/201906209220535?maximum-badge-engine-size=1.4&postcode=ne46an&minimum-badge-engine-size=1.4&sort=distance&price-to=4000&radius=1501&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=50
606,,Volkswagen,Golf,,,Vauxhall Astra 1.4 i 16v Life 5dr,1499.0,full service history,2006 (56 reg),Hatchback,98000.0,1.4L,89bhp,Manual,Petrol,,"
Trade seller - See all 22 cars
","
pudsey - 
81 miles away
                ",pudsey,/classified/advert/201906209224154?maximum-badge-engine-size=1.4&postcode=ne46an&minimum-badge-engine-size=1.4&sort=distance&price-to=4000&radius=1501&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=50
607,,Vauxhall,Meriva,,,Citroen C3 1.4 i 8v Connexion 5dr,3280.0,panoramic windscreen,2011 (11 reg),Hatchback,80000.0,1.4L,75bhp,Manual,Petrol,,"
Trade seller - See all 22 cars
","
pudsey - 
81 miles away
                ",pudsey,/classified/advert/201904066692417?maximum-badge-engine-size=1.4&postcode=ne46an&minimum-badge-engine-size=1.4&sort=distance&price-to=4000&radius=1501&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=50
608,,Fiat,Punto,,,Vauxhall Corsa 1.4 SRI 3d 98 BHP,3800.0,,2012 (12 reg),Hatchback,71870.0,1.4L,99bhp,Manual,Petrol,,"
Trade seller - See all 82 cars
","
pudsey - 
81 miles away
                ",pudsey,/classified/advert/201907250439946?maximum-badge-engine-size=1.4&postcode=ne46an&minimum-badge-engine-size=1.4&sort=distance&price-to=4000&radius=1501&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=50
609,,Citroen,C3,,,Vauxhall Meriva 1.4 i 16v S 5dr,1695.0,"LOW MILEAGE  65,000",2010 (60 reg),MPV,65000.0,1.4L,118bhp,Manual,Petrol,,"
Trade seller - See all 15 cars
","
leeds - 
81 miles away
                ",leeds,/classified/advert/201907019597863?maximum-badge-engine-size=1.4&postcode=ne46an&minimum-badge-engine-size=1.4&sort=distance&price-to=4000&radius=1501&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=50
610,,Vauxhall,Corsa,,,Honda Jazz 1.4 EX 5dr,2495.0,"FSH 12X Stamps, PanRoof AirCon",2009 (09 reg),Hatchback,92000.0,1.4L,98bhp,Manual,Petrol,,"
Trade seller - See all 15 cars
","
leeds - 
81 miles away
                ",leeds,/classified/advert/201907210305623?maximum-badge-engine-size=1.4&postcode=ne46an&minimum-badge-engine-size=1.4&sort=distance&price-to=4000&radius=1501&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=50
611,,Audi,A2,,,Volkswagen Golf 1.4 TSI S 5dr,2895.0,Only 85K 5 X Stamps Air Con,2009 (09 reg),Hatchback,85000.0,1.4L,123bhp,Manual,Petrol,,"
Trade seller - See all 15 cars
","
leeds - 
81 miles away
                ",leeds,/classified/advert/201907200288220?maximum-badge-engine-size=1.4&postcode=ne46an&minimum-badge-engine-size=1.4&sort=distance&price-to=4000&radius=1501&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=50
612,,Vauxhall,Astra,,,Vauxhall Meriva 1.4 EXCITE 5d 118 BHP FDSH Air Con Cruise Alloys,3495.0,43K MILES + FDSH 8 X Stamps,2011 (11 reg),MPV,43000.0,1.4L,118bhp,Manual,Petrol,,"
Trade seller - See all 16 cars
","
leeds - 
81 miles away
                ",leeds,/classified/advert/201907160138130?maximum-badge-engine-size=1.4&postcode=ne46an&minimum-badge-engine-size=1.4&sort=distance&price-to=4000&radius=1501&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=50
613,,Vauxhall,Corsa,,,Fiat Punto 1.4 8V Easy (s/s) 3dr EU5,4000.0,ALLOYS+CLIMATE+FSH+2 KEYS,2013 (13 reg),Hatchback,41000.0,1.4L,77bhp,Manual,Petrol,,"
Trade seller - See all 34 cars
","
selby - 
89 miles away
                ",selby,/classified/advert/201907049721193?maximum-badge-engine-size=1.4&postcode=ne46an&minimum-badge-engine-size=1.4&sort=distance&price-to=4000&radius=1501&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=50
614,,Mazda3,1.4,,,Citroen C3 HDI 5DR 1.4cc***Low Mileage With Bluetooth …,4000.0,ONE OWNER FROM NEW,2013 (63 reg),Hatchback,41880.0,1.4L,70bhp,Manual,Diesel,,"
Trade seller - See all 83 cars
","
wilmslow - 
117 miles away
                ",wilmslow,/classified/advert/201907160135218?maximum-badge-engine-size=1.4&postcode=ne46an&minimum-badge-engine-size=1.4&sort=distance&price-to=4000&radius=1501&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=50
615,,Citroen,C3,,,Vauxhall Corsa 1.4 Active 3Dr [ac],3991.0,MEGA USED CAR EVENT! ,2012 (12 reg),Hatchback,65948.0,1.4L,99bhp,Manual,Petrol,Franchise,"
Trade seller - See all 50 cars
","
bristol - 
246 miles away
                ",bristol,/classified/advert/201906259377416?postcode=ne46an&sort=distance&minimum-badge-engine-size=1.4&advertising-location=at_cars&radius=1501&maximum-badge-engine-size=1.4&price-to=4000&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=51
616,,Honda,Jazz,,,Audi A2 1.4 TDI SE 5dr,790.0,,2001 (X reg),Hatchback,155325.0,1.4L,75bhp,Manual,Diesel,,"
Trade seller
    ","
bradford - 
81 miles away
                ",bradford,/classified/advert/201907089850411?postcode=ne46an&sort=distance&minimum-badge-engine-size=1.4&advertising-location=at_cars&radius=1501&maximum-badge-engine-size=1.4&price-to=4000&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=51
617,insurance,Ford,Fiesta,,,Vauxhall Astra 1.4 i 16v Breeze 5dr,890.0,,2008 (57 reg),Hatchback,99825.0,1.4L,89bhp,Manual,Petrol,,"
Trade seller
    ","
bradford - 
81 miles away
                ",bradford,/classified/advert/201907180227064?postcode=ne46an&sort=distance&minimum-badge-engine-size=1.4&advertising-location=at_cars&radius=1501&maximum-badge-engine-size=1.4&price-to=4000&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=51
618,,Vauxhall,Meriva,mot,service history,Vauxhall Corsa 1.4 i 16v SE 5dr (a/c),3295.0,Just Serviced - 2 x Keys,2013 (13 reg),Hatchback,65200.0,1.4L,99bhp,Manual,Petrol,,"
Trade seller - See all 14 cars
","
leeds - 
81 miles away
                ",leeds,/classified/advert/201907109923417?postcode=ne46an&sort=distance&minimum-badge-engine-size=1.4&advertising-location=at_cars&radius=1501&maximum-badge-engine-size=1.4&price-to=4000&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=51
619,,Vauxhall,Astra,mot,,Mazda3 1.4 S 5dr,700.0,,2004 (54 reg),Hatchback,94500.0,1.4L,83bhp,Manual,Petrol,,"
Private seller
    ","
bradford - 
81 miles away
                ",bradford,/classified/advert/201907220343122?postcode=ne46an&sort=distance&minimum-badge-engine-size=1.4&advertising-location=at_cars&radius=1501&maximum-badge-engine-size=1.4&price-to=4000&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=51
620,,SEAT,Ibiza,,,Citroen C3 1.4 HDi 8v Cachet 5dr,1250.0,FAMILY OWNED EX DOCTOR BARGAIN,2008 (08 reg),Hatchback,62000.0,1.4L,70bhp,Manual,Diesel,,"
Trade seller - See all 13 cars
","
bradford - 
81 miles away
                ",bradford,/classified/advert/201907109920227?postcode=ne46an&sort=distance&minimum-badge-engine-size=1.4&advertising-location=at_cars&radius=1501&maximum-badge-engine-size=1.4&price-to=4000&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&page=51
